date,year,month,month_number,year_number,total_arr,_comment_headcount,engineering_headcount,product_headcount,sales_headcount,marketing_headcount,customer_success_headcount,g_and_a_headcount,compliance_experts_headcount,total_headcount,_comment_base_salary,_comment_benefits,_comment_payroll_tax,_comment_bonus,_comment_equity,_comment_total_comp,engineering_base_salary,engineering_benefits,engineering_payroll_tax,engineering_bonus,engineering_equity,engineering_total_comp,product_base_salary,product_benefits,product_payroll_tax,product_bonus,product_equity,product_total_comp,sales_base_salary,sales_benefits,sales_payroll_tax,sales_bonus,sales_equity,sales_total_comp,marketing_base_salary,marketing_benefits,marketing_payroll_tax,marketing_bonus,marketing_equity,marketing_total_comp,customer_success_base_salary,customer_success_benefits,customer_success_payroll_tax,customer_success_bonus,customer_success_equity,customer_success_total_comp,g_and_a_base_salary,g_and_a_benefits,g_and_a_payroll_tax,g_and_a_bonus,g_and_a_equity,g_and_a_total_comp,compliance_experts_base_salary,compliance_experts_benefits,compliance_experts_payroll_tax,compliance_experts_bonus,compliance_experts_equity,compliance_experts_total_comp,total_base_salary,total_benefits,total_payroll_tax,total_bonus,total_equity,total_compensation,cogs__comment,cogs_cloud_hosting,cogs_customer_support,cogs_third_party_apis,cogs_professional_services,total_cogs,marketing__comment,marketing_paid_advertising,marketing_content_creation,marketing_events_and_pr,marketing_partner_marketing,total_marketing_expenses,sales__comment,sales_commission_rate,sales_tools_and_enablement,total_sales_expenses,r_and_d__comment,r_and_d_cloud_compute_for_training,r_and_d_research_tools_and_data,r_and_d_third_party_research,total_r_and_d_expenses,g_and_a__comment,g_and_a_office_and_facilities,g_and_a_per_employee_office_cost,g_and_a_software_and_tools,g_and_a_legal_and_accounting,g_and_a_insurance,total_g_and_a_expenses,one_time_expenses,total_expenses,total_operating_expenses,cogs_as_percent_of_arr,opex_as_percent_of_arr
2025-11-01,2025,11,11,1,2188000.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,54166.666666666664,0.0,10833.333333333334,0.0,0.0,65000.0,11666.666666666666,0.0,2333.3333333333335,0.0,0.0,14000.0,30000.0,0.0,6000.0,0.0,0.0,36000.0,11666.666666666666,0.0,2333.3333333333335,0.0,0.0,14000.0,10833.333333333334,0.0,2166.666666666667,0.0,0.0,13000.0,8333.333333333334,0.0,1666.666666666667,0.0,0.0,10000.0,12500.0,0.0,2500.0,0.0,0.0,15000.0,139166.66666666666,0.0,27833.333333333336,0.0,0.0,167000.0,0.0,18233.333333333332,9116.666666666666,3646.6666666666665,0.0,30996.666666666668,0.0,14586.666666666666,5470.0,18233.333333333332,0.0,38290.0,0.0,19692.0,1823.3333333333333,21515.333333333332,0.0,0.0,14586.666666666666,10940.0,25526.666666666664,0.0,7400.0,0.0,36000.0,1000.0,25000.0,69400.0,0.0,352728.6666666667,321732.0,17.0,176.4526508226691
2025-12-01,2025,12,12,1,2572000.0,0.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,54166.666666666664,0.0,10833.333333333334,0.0,0.0,65000.0,11666.666666666666,0.0,2333.3333333333335,0.0,0.0,14000.0,30000.0,0.0,6000.0,0.0,0.0,36000.0,11666.666666666666,0.0,2333.3333333333335,0.0,0.0,14000.0,10833.333333333334,0.0,2166.666666666667,0.0,0.0,13000.0,8333.333333333334,0.0,1666.666666666667,0.0,0.0,10000.0,12500.0,0.0,2500.0,0.0,0.0,15000.0,139166.66666666666,0.0,27833.333333333336,0.0,0.0,167000.0,0.0,21433.333333333332,10716.666666666666,4286.666666666667,0.0,36436.666666666664,0.0,17146.666666666668,6430.0,21433.333333333332,0.0,45010.0,0.0,23148.0,2143.3333333333335,25291.333333333332,0.0,0.0,17146.666666666668,12860.0,30006.666666666668,0.0,7400.0,0.0,36000.0,1000.0,25000.0,69400.0,0.0,373144.6666666667,336708.0,17.0,157.0954898911353
2026-01-01,2026,1,13,2,2754080.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,22950.666666666668,11475.333333333334,4590.133333333333,0.0,39016.13333333333,0.0,15606.453333333333,5852.419999999999,19508.066666666666,0.0,40966.94,0.0,24786.719999999998,2295.0666666666666,27081.786666666663,0.0,0.0,18360.533333333333,13770.4,32130.933333333334,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,565045.7933333333,526029.66,17.0,229.20016557253243
2026-02-01,2026,2,14,2,3165840.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,26382.0,13191.0,5276.400000000001,0.0,44849.4,0.0,17939.76,6727.41,22424.699999999997,0.0,47091.869999999995,0.0,28492.559999999998,2638.2000000000003,31130.76,0.0,0.0,21105.600000000002,15829.199999999999,36934.8,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,50000.0,635856.83,591007.4299999999,17.0,224.01919111515426
2026-03-01,2026,3,15,2,3847600.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,32063.333333333332,16031.666666666666,6412.666666666667,0.0,54507.666666666664,0.0,21803.066666666666,8176.150000000001,27253.833333333332,0.0,57233.05,0.0,34628.4,3206.3333333333335,37834.73333333334,0.0,0.0,25650.666666666668,19238.0,44888.66666666667,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,620314.1166666666,565806.45,17.0,176.4652614616904
2026-04-01,2026,4,16,2,4926560.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,41054.666666666664,20527.333333333332,8210.933333333332,0.0,69792.93333333333,0.0,27917.17333333333,10468.939999999999,34896.46666666667,0.0,73282.57999999999,0.0,44339.04,4105.466666666666,48444.50666666667,0.0,0.0,32843.73333333333,24632.8,57476.533333333326,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,674846.5533333332,605053.6199999999,17.0,147.37755025819231
2026-05-01,2026,5,17,2,6132720.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,51106.0,25553.0,10221.2,0.0,86880.2,0.0,34752.08,13032.03,43440.1,0.0,91224.20999999999,0.0,55194.479999999996,5110.6,60305.079999999994,0.0,0.0,40884.8,30663.600000000002,71548.40000000001,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,735807.8899999999,648927.69,17.0,126.97681094196376
2026-06-01,2026,6,18,2,7480640.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,62338.666666666664,31169.333333333332,12467.733333333335,0.0,105975.73333333334,0.0,42390.293333333335,15896.359999999999,52987.86666666667,0.0,111274.52,0.0,67325.76,6233.866666666668,73559.62666666666,0.0,0.0,49870.93333333334,37403.2,87274.13333333333,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,803934.0133333334,697958.28,17.0,111.96233691234976
2026-07-01,2026,7,19,2,8828560.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,73571.33333333333,36785.666666666664,14714.266666666668,0.0,125071.26666666666,0.0,50028.506666666675,18760.69,62535.63333333333,0.0,131324.83000000002,0.0,79457.04,7357.133333333334,86814.17333333332,0.0,0.0,58857.06666666667,44142.799999999996,102999.86666666667,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,872060.1366666667,746988.87,17.0,101.53259920077566
2026-08-01,2026,8,20,2,10176480.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,84804.0,42402.0,16960.8,0.0,144166.8,0.0,57666.72,21625.019999999997,72083.4,0.0,151375.13999999998,0.0,91588.31999999999,8480.4,100068.71999999999,0.0,0.0,67843.2,50882.399999999994,118725.59999999999,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,940186.26,796019.46,17.0,93.8657917079383
2026-09-01,2026,9,21,2,11651600.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,97096.66666666667,48548.333333333336,19419.333333333332,0.0,165064.33333333334,0.0,66025.73333333332,24759.649999999998,82532.16666666667,0.0,173317.55,0.0,104864.4,9709.666666666666,114574.06666666667,0.0,0.0,77677.33333333333,58258.0,135935.3333333333,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,1014741.2833333333,849676.95,17.0,87.50835421744652
2026-10-01,2026,10,22,2,13950240.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,116252.0,58126.0,23250.399999999998,0.0,197628.4,0.0,79051.36,29644.26,98814.2,0.0,207509.82,0.0,125552.15999999999,11625.199999999999,137177.36,0.0,0.0,93001.59999999999,69751.2,162752.8,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,1130918.38,933289.98,17.0,80.28162784296184
2026-11-01,2026,11,23,2,16660640.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,138838.66666666666,69419.33333333333,27767.733333333334,0.0,236025.73333333334,0.0,94410.29333333333,35403.85999999999,118012.86666666665,0.0,247827.01999999996,0.0,149945.75999999998,13883.866666666667,163829.62666666665,0.0,0.0,111070.93333333333,83303.2,194374.13333333333,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,1267906.5133333334,1031880.78,17.0,74.32229110046192
2026-12-01,2026,12,24,2,19101040.0,0.0,9.0,1.5,4.0,2.0,2.0,1.5,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,102375.0,0.0,20475.0,0.0,0.0,122850.0,18375.0,0.0,3675.0,0.0,0.0,22050.0,63000.0,0.0,12600.0,0.0,0.0,75600.0,24500.0,0.0,4900.0,0.0,0.0,29400.0,22750.0,0.0,4550.0,0.0,0.0,27300.0,13125.0,0.0,2625.0,0.0,0.0,15750.0,26250.0,0.0,5250.0,0.0,0.0,31500.0,270375.0,0.0,54075.0,0.0,0.0,324450.0,0.0,159175.33333333334,79587.66666666667,31835.066666666666,0.0,270598.06666666665,0.0,108239.22666666667,40589.71,135299.03333333333,0.0,284127.97,0.0,171909.36,15917.533333333333,187826.8933333333,0.0,0.0,127340.26666666666,95505.2,222845.46666666667,0.0,9400.0,0.0,66000.0,1000.0,25000.0,101400.0,0.0,1391248.3966666667,1120650.33,17.0,70.40351708598067
